time	1-T	2-T	3-T	4-T
2021-12-07T15:14:47.150Z	963	780	693	355
2021-12-07T15:15:07.157Z	981	802	710	340
2021-12-07T15:15:27.165Z	993	823	726	327
2021-12-07T15:15:47.165Z	999	843	742	315
2021-12-07T15:16:07.175Z	999	863	758	302
2021-12-07T15:16:27.187Z	993	883	773	290
2021-12-07T15:16:47.190Z	980	900	790	277
2021-12-07T15:17:07.201Z	962	916	805	264
2021-12-07T15:17:27.204Z	939	930	819	252
2021-12-07T15:17:47.213Z	910	943	833	240
2021-12-07T15:18:07.223Z	873	955	846	229
2021-12-07T15:18:27.225Z	834	967	859	217
2021-12-07T15:18:47.236Z	791	976	873	206
2021-12-07T15:19:07.237Z	745	984	885	194
2021-12-07T15:19:27.244Z	696	990	896	183
2021-12-07T15:19:47.253Z	645	995	907	173
2021-12-07T15:20:07.258Z	586	998	917	163
2021-12-07T15:20:27.270Z	532	1000	927	153
2021-12-07T15:20:47.280Z	477	1000	937	143
2021-12-07T15:21:07.284Z	423	998	946	133
2021-12-07T15:21:27.299Z	370	996	954	124
2021-12-07T15:21:47.298Z	318	991	961	115
2021-12-07T15:22:07.303Z	263	985	968	106
2021-12-07T15:22:27.314Z	216	977	974	98
2021-12-07T15:22:47.316Z	173	968	980	90
2021-12-07T15:23:07.320Z	134	958	985	81
2021-12-07T15:23:27.327Z	99	947	989	74
2021-12-07T15:23:47.339Z	69	934	992	67
2021-12-07T15:24:07.345Z	44	920	995	60
2021-12-07T15:24:27.345Z	22	902	997	54
2021-12-07T15:24:47.359Z	9	885	999	48
2021-12-07T15:25:07.363Z	2	868	1000	42
2021-12-07T15:25:27.374Z	0	848	1000	37
2021-12-07T15:25:47.382Z	5	828	999	32
2021-12-07T15:26:07.384Z	16	807	998	27
2021-12-07T15:26:27.394Z	33	783	996	23
2021-12-07T15:26:47.403Z	55	760	994	19
2021-12-07T15:27:07.409Z	83	736	990	15
2021-12-07T15:27:27.411Z	116	712	987	12
2021-12-07T15:27:47.424Z	153	687	982	9
2021-12-07T15:28:07.432Z	199	661	977	7
2021-12-07T15:28:27.432Z	244	632	971	5
2021-12-07T15:28:47.441Z	292	606	964	3
2021-12-07T15:29:07.454Z	343	579	957	2
2021-12-07T15:29:27.469Z	396	552	949	1
2021-12-07T15:29:47.483Z	450	525	941	0
2021-12-07T15:30:07.490Z	510	498	932	0
2021-12-07T15:30:27.502Z	564	467	923	0
2021-12-07T15:30:47.508Z	618	440	911	1
2021-12-07T15:31:07.510Z	670	413	901	2
2021-12-07T15:31:27.517Z	720	387	890	3
2021-12-07T15:31:47.530Z	768	360	878	5
2021-12-07T15:32:07.534Z	817	334	866	7
2021-12-07T15:32:27.546Z	857	306	853	10
2021-12-07T15:32:47.552Z	893	281	839	13
2021-12-07T15:33:07.556Z	924	257	825	16
2021-12-07T15:33:27.559Z	951	233	811	20
2021-12-07T15:33:47.568Z	972	211	797	24
2021-12-07T15:34:07.570Z	988	189	782	28
2021-12-07T15:34:27.585Z	997	166	767	33
2021-12-07T15:34:47.594Z	1000	146	749	38
2021-12-07T15:35:07.597Z	997	127	733	44
2021-12-07T15:35:27.606Z	988	110	717	50
2021-12-07T15:35:47.610Z	973	93	701	56
2021-12-07T15:36:07.618Z	950	78	684	62
2021-12-07T15:36:27.621Z	924	62	667	69
2021-12-07T15:36:47.634Z	893	50	648	76
2021-12-07T15:37:07.648Z	856	39	630	84
2021-12-07T15:37:27.649Z	816	29	613	92
2021-12-07T15:37:47.652Z	772	20	595	100
2021-12-07T15:38:07.656Z	720	13	577	108
2021-12-07T15:38:27.660Z	670	7	557	117
2021-12-07T15:38:47.673Z	618	3	539	126
2021-12-07T15:39:07.682Z	565	1	521	136
2021-12-07T15:39:27.692Z	510	0	503	145
2021-12-07T15:39:47.707Z	450	1	485	155
2021-12-07T15:40:07.711Z	396	3	465	165
2021-12-07T15:40:27.716Z	344	6	446	176
2021-12-07T15:40:47.722Z	293	11	428	187
2021-12-07T15:41:07.728Z	245	18	411	197
2021-12-07T15:41:27.742Z	195	26	393	208
2021-12-07T15:41:47.751Z	153	36	375	219
2021-12-07T15:42:07.751Z	116	47	356	232
2021-12-07T15:42:27.761Z	84	60	338	244
2021-12-07T15:42:47.770Z	56	73	321	255
2021-12-07T15:43:07.785Z	34	88	305	267
2021-12-07T15:43:27.800Z	15	106	288	280
2021-12-07T15:43:47.812Z	5	123	270	292
2021-12-07T15:44:07.819Z	0	142	254	306
2021-12-07T15:44:27.830Z	2	161	238	319
2021-12-07T15:44:47.833Z	9	182	223	331
2021-12-07T15:45:07.834Z	22	203	208	344
2021-12-07T15:45:27.839Z	43	228	193	357
2021-12-07T15:45:47.847Z	68	251	178	370
2021-12-07T15:46:07.850Z	98	275	164	385
2021-12-07T15:46:27.865Z	132	300	151	398
2021-12-07T15:46:47.878Z	176	325	138	411
2021-12-07T15:47:07.889Z	219	353	126	425
2021-12-07T15:47:27.902Z	265	380	113	440
2021-12-07T15:47:47.915Z	315	406	102	453
2021-12-07T15:48:07.923Z	366	433	91	467
2021-12-07T15:48:27.937Z	425	460	81	480
2021-12-07T15:48:47.943Z	479	490	71	494
2021-12-07T15:49:07.948Z	534	517	61	509
2021-12-07T15:49:27.958Z	588	544	53	523
2021-12-07T15:49:47.973Z	641	571	45	536
2021-12-07T15:50:07.987Z	698	598	38	550
2021-12-07T15:50:27.993Z	747	628	31	563
2021-12-07T15:50:48.006Z	792	654	24	577
2021-12-07T15:51:08.018Z	835	680	19	592
2021-12-07T15:51:28.021Z	873	705	14	605
2021-12-07T15:51:48.023Z	907	730	10	619
2021-12-07T15:52:08.023Z	937	754	7	632
2021-12-07T15:52:28.032Z	963	777	4	645
2021-12-07T15:52:48.033Z	981	801	2	658
2021-12-07T15:53:08.036Z	993	823	1	671
2021-12-07T15:53:28.038Z	999	843	0	685
2021-12-07T15:53:48.039Z	999	863	0	698
2021-12-07T15:54:08.052Z	994	881	1	710
2021-12-07T15:54:28.053Z	982	898	2	722
2021-12-07T15:54:48.067Z	962	914	4	735
2021-12-07T15:55:08.070Z	939	930	7	747
2021-12-07T15:55:28.071Z	910	943	10	758
2021-12-07T15:55:48.083Z	877	955	14	771
2021-12-07T15:56:08.088Z	838	966	19	783
2021-12-07T15:56:28.098Z	796	975	24	794
2021-12-07T15:56:48.111Z	745	983	30	805
2021-12-07T15:57:08.112Z	696	990	37	815
2021-12-07T15:57:28.114Z	645	995	45	826
2021-12-07T15:57:48.119Z	592	998	53	837
2021-12-07T15:58:08.133Z	538	1000	61	847
2021-12-07T15:58:28.133Z	483	1000	70	857
2021-12-07T15:58:48.136Z	429	999	80	866
2021-12-07T15:59:08.143Z	369	996	90	876
2021-12-07T15:59:28.157Z	318	991	101	884
2021-12-07T15:59:48.163Z	268	985	113	893
2021-12-07T16:00:08.162Z	221	978	125	902
2021-12-07T16:00:28.164Z	177	969	137	910
2021-12-07T16:00:48.177Z	138	959	150	918
2021-12-07T16:01:08.183Z	98	948	163	925
2021-12-07T16:01:28.196Z	68	933	177	932
2021-12-07T16:01:48.210Z	43	919	193	939
2021-12-07T16:02:08.222Z	24	904	207	946
2021-12-07T16:02:28.223Z	10	887	222	952
2021-12-07T16:02:48.236Z	2	869	237	958
2021-12-07T16:03:08.237Z	0	850	253	963
2021-12-07T16:03:28.251Z	5	830	269	968
2021-12-07T16:03:48.265Z	15	807	285	973
2021-12-07T16:04:08.274Z	32	785	304	977
2021-12-07T16:04:28.288Z	54	762	321	981
2021-12-07T16:04:48.301Z	81	738	338	985
2021-12-07T16:05:08.305Z	113	714	355	988
2021-12-07T16:05:28.317Z	150	689	373	991
2021-12-07T16:05:48.328Z	196	660	390	993
2021-12-07T16:06:08.330Z	241	634	410	995
2021-12-07T16:06:28.333Z	289	608	428	997
2021-12-07T16:06:48.336Z	340	581	446	998
2021-12-07T16:07:08.344Z	392	554	464	999
2021-12-07T16:07:28.344Z	446	526	483	1000
2021-12-07T16:07:48.346Z	507	499	501	1000
2021-12-07T16:08:08.358Z	561	469	521	1000
2021-12-07T16:08:28.363Z	614	442	539	999
2021-12-07T16:08:48.374Z	666	415	557	998
2021-12-07T16:09:08.384Z	716	389	575	997
2021-12-07T16:09:28.390Z	769	359	593	995
2021-12-07T16:09:48.399Z	813	334	612	993
2021-12-07T16:10:08.410Z	853	308	630	990
2021-12-07T16:10:28.418Z	890	284	647	987
2021-12-07T16:10:48.426Z	925	259	664	984
2021-12-07T16:11:08.431Z	951	233	681	981
2021-12-07T16:11:28.434Z	971	211	700	976
2021-12-07T16:11:48.439Z	987	189	717	972
2021-12-07T16:12:08.442Z	996	168	733	967
2021-12-07T16:12:28.445Z	1000	148	749	962
2021-12-07T16:12:48.461Z	997	128	764	957
2021-12-07T16:13:08.469Z	988	110	781	951
2021-12-07T16:13:28.473Z	974	94	796	945
2021-12-07T16:13:48.479Z	954	79	810	938
2021-12-07T16:14:08.492Z	925	63	824	932
2021-12-07T16:14:28.494Z	894	51	839	925
2021-12-07T16:14:48.499Z	859	39	852	916
2021-12-07T16:15:08.508Z	819	29	865	909
2021-12-07T16:15:28.518Z	775	21	877	901
2021-12-07T16:15:48.527Z	723	13	889	892
2021-12-07T16:16:08.540Z	673	8	901	884
2021-12-07T16:16:28.550Z	621	4	912	874
2021-12-07T16:16:48.554Z	568	1	922	865
2021-12-07T16:17:08.555Z	514	0	931	855
2021-12-07T16:17:28.560Z	453	1	940	846
2021-12-07T16:17:48.566Z	399	3	949	836
2021-12-07T16:18:08.579Z	347	6	957	825
2021-12-07T16:18:28.588Z	296	11	964	814
2021-12-07T16:18:48.591Z	248	17	970	803
2021-12-07T16:19:08.595Z	198	26	976	792
2021-12-07T16:19:28.599Z	156	36	982	781
2021-12-07T16:19:48.601Z	119	46	986	769
2021-12-07T16:20:08.606Z	86	58	990	757
2021-12-07T16:20:28.620Z	55	72	994	745
2021-12-07T16:20:48.621Z	33	88	996	734
2021-12-07T16:21:08.634Z	17	104	998	720
2021-12-07T16:21:28.646Z	6	121	999	708
2021-12-07T16:21:48.651Z	0	140	1000	695
2021-12-07T16:22:08.653Z	2	159	1000	683
2021-12-07T16:22:28.660Z	9	182	999	670
2021-12-07T16:22:48.663Z	22	203	997	656
2021-12-07T16:23:08.677Z	41	225	995	643
2021-12-07T16:23:28.690Z	65	248	993	630
2021-12-07T16:23:48.698Z	98	272	989	617
2021-12-07T16:24:08.711Z	132	300	985	603
2021-12-07T16:24:28.722Z	171	325	980	589
2021-12-07T16:24:48.734Z	214	351	974	575
2021-12-07T16:25:08.746Z	261	377	968	562
2021-12-07T16:25:28.747Z	310	404	962	548
2021-12-07T16:25:48.750Z	367	433	954	534
2021-12-07T16:26:08.754Z	421	461	945	521
2021-12-07T16:26:28.760Z	475	488	937	506
2021-12-07T16:26:48.767Z	529	515	928	492
2021-12-07T16:27:08.767Z	583	542	918	478
2021-12-07T16:27:28.769Z	642	569	908	465
2021-12-07T16:27:48.777Z	694	599	897	451
2021-12-07T16:28:08.788Z	743	626	884	438
2021-12-07T16:28:28.788Z	789	652	873	423
2021-12-07T16:28:48.794Z	831	678	860	409
2021-12-07T16:29:08.804Z	870	703	847	396
2021-12-07T16:29:28.813Z	908	727	834	383
2021-12-07T16:29:48.818Z	937	754	819	369
2021-12-07T16:30:08.819Z	961	777	805	355
2021-12-07T16:30:28.827Z	979	799	790	342
2021-12-07T16:30:48.837Z	992	821	775	329
2021-12-07T16:31:08.845Z	999	841	760	316
2021-12-07T16:31:28.858Z	999	862	744	304
2021-12-07T16:31:48.869Z	994	881	726	291
2021-12-07T16:32:08.872Z	982	898	710	278
2021-12-07T16:32:28.887Z	965	914	693	266
2021-12-07T16:32:48.892Z	942	928	677	254
2021-12-07T16:33:08.906Z	911	943	659	242
2021-12-07T16:33:28.913Z	877	955	640	230
2021-12-07T16:33:48.927Z	840	966	623	218
2021-12-07T16:34:08.936Z	798	975	605	207
2021-12-07T16:34:28.945Z	752	983	587	196
2021-12-07T16:34:48.959Z	704	989	569	185
2021-12-07T16:35:08.972Z	647	995	551	174
2021-12-07T16:35:28.984Z	594	998	531	164
2021-12-07T16:35:48.992Z	540	1000	513	153
2021-12-07T16:36:08.994Z	486	1000	495	143
2021-12-07T16:36:28.994Z	431	999	476	134
2021-12-07T16:36:49.008Z	372	996	458	125
2021-12-07T16:37:09.008Z	320	992	440	116
2021-12-07T16:37:29.013Z	271	986	420	107
2021-12-07T16:37:49.027Z	224	979	402	98
2021-12-07T16:38:09.031Z	180	970	385	90
2021-12-07T16:38:29.037Z	136	960	367	83
2021-12-07T16:38:49.051Z	101	947	350	75
2021-12-07T16:39:09.063Z	71	935	331	68
2021-12-07T16:39:29.074Z	45	921	314	61
2021-12-07T16:39:49.084Z	25	905	297	55
2021-12-07T16:40:09.096Z	10	889	281	49
2021-12-07T16:40:29.110Z	2	869	264	43
2021-12-07T16:40:49.120Z	0	850	247	38
2021-12-07T16:41:09.133Z	4	830	231	32
2021-12-07T16:41:29.137Z	14	809	216	27
2021-12-07T16:41:49.142Z	29	787	202	23
2021-12-07T16:42:09.155Z	53	762	187	19
2021-12-07T16:42:29.160Z	80	739	172	16
2021-12-07T16:42:49.174Z	112	714	158	12
2021-12-07T16:43:09.175Z	149	689	145	9
2021-12-07T16:43:29.184Z	189	664	133	7
2021-12-07T16:43:49.193Z	239	638	121	5
2021-12-07T16:44:09.208Z	287	609	109	3
2021-12-07T16:44:29.215Z	338	582	97	2
2021-12-07T16:44:49.224Z	390	555	86	1
2021-12-07T16:45:09.225Z	444	528	76	0
2021-12-07T16:45:29.236Z	498	500	67	0
2021-12-07T16:45:49.240Z	559	470	58	0
2021-12-07T16:46:09.242Z	612	443	49	1
2021-12-07T16:46:29.244Z	665	416	42	2
2021-12-07T16:46:49.254Z	715	389	35	3
2021-12-07T16:47:09.258Z	763	363	28	5
2021-12-07T16:47:29.259Z	812	337	23	7
2021-12-07T16:47:49.263Z	853	309	18	9
2021-12-07T16:48:09.270Z	889	284	13	13
2021-12-07T16:48:29.270Z	921	260	9	16
2021-12-07T16:48:49.275Z	948	236	6	19
2021-12-07T16:49:09.283Z	971	214	3	23
2021-12-07T16:49:29.284Z	987	189	2	27
2021-12-07T16:49:49.297Z	996	169	0	33
2021-12-07T16:50:09.312Z	1000	149	0	38
2021-12-07T16:50:29.322Z	998	130	0	43
2021-12-07T16:50:49.330Z	989	112	1	49
2021-12-07T16:51:09.339Z	974	94	3	55
2021-12-07T16:51:29.346Z	954	79	5	62
2021-12-07T16:51:49.347Z	929	65	8	68
2021-12-07T16:52:09.363Z	898	52	12	75
2021-12-07T16:52:29.368Z	859	41	16	83
2021-12-07T16:52:49.371Z	819	29	21	90
2021-12-07T16:53:09.381Z	775	21	27	99
2021-12-07T16:53:29.384Z	729	14	33	107
2021-12-07T16:53:49.384Z	679	8	40	116
2021-12-07T16:54:09.393Z	622	4	47	125
2021-12-07T16:54:29.405Z	569	1	56	134
2021-12-07T16:54:49.412Z	515	0	65	144
2021-12-07T16:55:09.419Z	460	0	74	154
2021-12-07T16:55:29.432Z	400	2	84	164
2021-12-07T16:55:49.445Z	348	6	94	174
2021-12-07T16:56:09.457Z	297	11	106	186
2021-12-07T16:56:29.473Z	249	17	118	196
2021-12-07T16:56:49.476Z	203	25	130	207
2021-12-07T16:57:09.486Z	157	34	142	218
2021-12-07T16:57:29.487Z	120	46	155	230
2021-12-07T16:57:49.491Z	87	58	170	243
2021-12-07T16:58:09.496Z	58	72	184	254
2021-12-07T16:58:29.497Z	36	86	198	266
2021-12-07T16:58:49.498Z	17	102	212	278
2021-12-07T16:59:09.500Z	6	121	227	291
2021-12-07T16:59:29.504Z	0	140	245	303
2021-12-07T16:59:49.505Z	1	159	260	317
2021-12-07T17:00:09.518Z	8	179	276	330
2021-12-07T17:00:29.519Z	20	201	293	343
2021-12-07T17:00:49.528Z	41	223	310	356
2021-12-07T17:01:09.528Z	65	249	327	369
2021-12-07T17:01:29.541Z	95	273	346	384
2021-12-07T17:01:49.554Z	129	297	363	397
2021-12-07T17:02:09.566Z	168	323	381	410
2021-12-07T17:02:29.579Z	210	348	398	424
2021-12-07T17:02:49.581Z	261	377	416	437
2021-12-07T17:03:09.592Z	311	404	436	451
2021-12-07T17:03:29.596Z	362	431	454	466
2021-12-07T17:03:49.596Z	415	458	472	479
2021-12-07T17:04:09.606Z	470	485	490	493
2021-12-07T17:04:29.620Z	530	512	509	507
2021-12-07T17:04:49.624Z	584	543	527	520
2021-12-07T17:05:09.637Z	637	570	547	535
2021-12-07T17:05:29.650Z	689	597	565	549
2021-12-07T17:05:49.652Z	738	623	583	562
2021-12-07T17:06:09.668Z	784	649	601	576
2021-12-07T17:06:29.677Z	832	678	618	589
2021-12-07T17:06:49.689Z	870	703	638	603
2021-12-07T17:07:09.701Z	905	728	655	617
2021-12-07T17:07:29.709Z	934	752	672	631
2021-12-07T17:07:49.721Z	959	775	689	644
2021-12-07T17:08:09.736Z	979	797	706	657
2021-12-07T17:08:29.736Z	992	821	724	670
2021-12-07T17:08:49.740Z	999	841	740	684
2021-12-07T17:09:09.755Z	1000	861	756	696
2021-12-07T17:09:29.756Z	995	879	771	709
2021-12-07T17:09:49.768Z	984	896	787	721
2021-12-07T17:10:09.783Z	965	914	801	733
2021-12-07T17:10:29.786Z	942	928	817	745
2021-12-07T17:10:49.789Z	914	942	831	758
2021-12-07T17:11:09.803Z	881	954	844	770
2021-12-07T17:11:29.815Z	844	965	857	781
2021-12-07T17:11:49.828Z	797	975	870	792
2021-12-07T17:12:09.830Z	752	983	883	803
2021-12-07T17:12:29.840Z	703	989	894	815
2021-12-07T17:12:49.850Z	653	994	905	826
2021-12-07T17:13:09.861Z	600	997	916	836
2021-12-07T18:13:06.610Z	96	999	925	846
2021-12-07T18:13:26.616Z	66	68	992	250
2021-12-07T18:13:46.628Z	42	82	995	263
2021-12-07T18:14:06.640Z	23	97	997	275
2021-12-07T18:14:26.645Z	10	114	999	287
2021-12-07T18:14:46.651Z	1	132	1000	299
2021-12-07T18:15:06.666Z	0	153	1000	312
2021-12-07T18:15:26.674Z	5	173	999	325
2021-12-07T18:15:46.688Z	16	194	998	339
2021-12-07T18:16:06.697Z	32	216	996	352
2021-12-07T18:16:26.698Z	55	239	994	365
2021-12-07T18:16:46.705Z	85	263	991	378
2021-12-07T18:17:06.717Z	118	290	986	391
2021-12-07T18:17:26.723Z	155	315	982	406
2021-12-07T18:17:46.733Z	196	340	977	419
2021-12-07T18:18:06.739Z	246	366	971	433
2021-12-07T18:18:26.740Z	294	395	964	446
2021-12-07T18:18:46.740Z	344	421	957	461
2021-12-07T18:19:06.740Z	396	448	949	475
2021-12-07T18:19:26.749Z	456	475	941	488
2021-12-07T18:19:46.760Z	510	505	931	502
2021-12-07T18:20:06.769Z	564	532	922	517
2021-12-07T18:20:26.778Z	617	559	912	530
2021-12-07T18:20:46.791Z	674	586	901	544
2021-12-07T18:21:06.804Z	724	615	889	557
2021-12-07T18:21:26.812Z	771	642	877	572
2021-12-07T18:21:46.817Z	815	667	865	585
2021-12-07T18:22:06.831Z	859	693	853	599
2021-12-07T18:22:26.833Z	894	720	840	612
2021-12-07T18:22:46.840Z	925	744	825	626
2021-12-07T18:23:06.854Z	951	767	811	639
2021-12-07T18:23:26.859Z	974	790	797	652
2021-12-07T18:23:46.860Z	988	814	782	665
2021-12-07T18:24:06.863Z	997	834	765	679
2021-12-07T18:24:26.867Z	1000	854	750	692
2021-12-07T18:24:46.875Z	997	872	734	704
2021-12-07T18:25:06.890Z	987	892	718	717
2021-12-07T18:25:26.894Z	972	908	699	730
2021-12-07T18:25:46.903Z	951	923	683	742
2021-12-07T18:26:06.908Z	926	937	666	754
2021-12-07T18:26:26.911Z	891	951	649	765
2021-12-07T18:26:46.925Z	855	962	630	778
2021-12-07T18:27:06.932Z	815	971	612	789
2021-12-07T18:27:26.933Z	771	980	594	800
2021-12-07T18:27:46.942Z	719	987	577	811
2021-12-07T18:28:06.952Z	669	993	557	822
2021-12-07T18:28:26.964Z	617	997	539	832
2021-12-07T18:28:46.968Z	564	999	521	842
2021-12-07T18:29:06.977Z	504	1000	503	852
2021-12-07T18:29:26.982Z	450	999	483	862
2021-12-07T18:29:46.990Z	396	997	465	872
2021-12-07T18:30:07.001Z	344	994	447	881
2021-12-07T18:30:27.009Z	288	989	429	889
2021-12-07T18:30:47.021Z	240	981	409	898
2021-12-07T18:31:07.028Z	196	973	391	907
2021-12-07T18:31:27.041Z	155	964	374	915
2021-12-07T18:31:47.053Z	114	953	356	922
2021-12-07T18:32:07.068Z	82	940	339	929
2021-12-07T18:32:27.069Z	55	926	320	937
2021-12-07T18:32:47.078Z	33	911	304	943
2021-12-07T18:33:07.085Z	16	895	287	949
2021-12-07T18:33:27.088Z	5	876	271	955
2021-12-07T18:33:47.094Z	0	858	253	961
2021-12-07T18:34:07.106Z	2	838	238	966
2021-12-07T18:34:27.117Z	9	818	223	971
2021-12-07T18:34:47.127Z	24	794	208	975
2021-12-07T18:35:07.129Z	43	772	192	979
2021-12-07T18:35:27.131Z	68	749	178	983
2021-12-07T18:35:47.139Z	98	725	164	987
2021-12-07T18:36:07.145Z	136	700	151	989
2021-12-07T18:36:27.159Z	175	673	137	992
2021-12-07T18:36:47.166Z	218	647	125	995
2021-12-07T18:37:07.176Z	265	621	113	996
2021-12-07T18:37:27.180Z	319	594	102	998
2021-12-07T18:37:47.189Z	371	565	90	999
2021-12-07T18:38:07.201Z	424	538	80	1000
2021-12-07T18:38:27.201Z	478	511	70	1000
2021-12-07T18:38:47.203Z	538	484	62	1000
2021-12-07T18:39:07.216Z	591	454	53	1000
2021-12-07T18:39:27.216Z	644	427	45	999
2021-12-07T18:39:47.224Z	695	400	37	997
2021-12-07T18:40:07.228Z	744	374	31	996
2021-12-07T18:40:27.237Z	794	345	25	994
2021-12-07T18:40:47.251Z	836	319	19	992
2021-12-07T18:41:07.257Z	875	294	14	989
2021-12-07T18:41:27.259Z	908	270	10	986
2021-12-07T18:41:47.260Z	937	246	7	982
2021-12-07T18:42:07.271Z	963	223	4	978
2021-12-07T18:42:27.280Z	981	198	2	974
2021-12-07T18:42:47.294Z	993	177	1	969
2021-12-07T18:43:07.295Z	999	157	0	964
2021-12-07T18:43:27.306Z	999	137	0	959
2021-12-07T18:43:47.309Z	993	119	1	954
2021-12-07T18:44:07.322Z	981	100	2	948
2021-12-07T18:44:27.323Z	963	85	4	941
2021-12-07T18:44:47.328Z	939	70	7	934
2021-12-07T18:45:07.344Z	911	57	10	927
2021-12-07T18:45:27.350Z	874	45	14	920
2021-12-07T18:45:47.362Z	835	33	19	913
2021-12-07T18:46:07.368Z	793	24	25	904
2021-12-07T18:46:27.376Z	748	17	31	896
2021-12-07T18:46:47.381Z	699	10	37	887
2021-12-07T18:47:07.395Z	643	5	44	879
2021-12-07T18:47:27.405Z	590	2	53	869
2021-12-07T18:47:47.407Z	537	0	61	860
2021-12-07T18:48:07.408Z	477	0	70	850
2021-12-07T18:48:27.408Z	423	2	81	840
2021-12-07T18:48:47.418Z	371	4	91	829
2021-12-07T18:49:07.427Z	320	9	101	819
2021-12-07T18:49:27.440Z	265	14	112	808
2021-12-07T18:49:47.452Z	218	22	125	798
2021-12-07T18:50:07.455Z	175	31	138	785
2021-12-07T18:50:27.460Z	136	41	151	774
2021-12-07T18:50:47.468Z	101	53	164	763
2021-12-07T18:51:07.469Z	67	66	177	751
2021-12-07T18:51:27.478Z	43	81	193	739
2021-12-07T18:51:47.478Z	24	96	207	726
2021-12-07T18:52:07.487Z	10	113	222	714
2021-12-07T18:52:27.495Z	2	132	237	702
2021-12-07T18:52:47.506Z	0	151	254	688
2021-12-07T18:53:07.516Z	4	171	270	675
2021-12-07T18:53:27.517Z	16	194	286	663
2021-12-07T18:53:47.532Z	32	215	304	649
2021-12-07T18:54:07.539Z	53	238	321	636
2021-12-07T18:54:27.539Z	83	261	337	623
2021-12-07T18:54:47.549Z	116	288	356	610
2021-12-07T18:55:07.554Z	152	313	374	595
2021-12-07T18:55:27.566Z	197	338	391	582
2021-12-07T18:55:47.566Z	242	366	411	569
2021-12-07T18:56:07.573Z	289	392	428	554
2021-12-07T18:56:27.583Z	339	419	446	540
2021-12-07T18:56:47.597Z	396	448	466	527
2021-12-07T18:57:07.599Z	449	475	484	512
2021-12-07T18:57:27.604Z	503	502	502	499
2021-12-07T18:57:47.616Z	563	532	520	485
2021-12-07T18:58:07.621Z	616	559	540	470
2021-12-07T18:58:27.624Z	667	585	557	457
2021-12-07T18:58:47.632Z	722	612	575	443
2021-12-07T18:59:07.641Z	769	641	595	430
2021-12-07T18:59:27.649Z	813	666	612	415
2021-12-07T18:59:47.664Z	853	691	630	402
2021-12-07T19:00:07.665Z	893	719	647	389
2021-12-07T19:00:27.671Z	924	742	666	374
2021-12-07T19:00:47.680Z	950	766	683	361
2021-12-07T19:01:07.692Z	973	788	699	349
2021-12-07T19:01:27.693Z	987	812	717	336
2021-12-07T19:01:47.707Z	997	832	733	322
2021-12-07T19:02:07.718Z	1000	852	749	309
2021-12-07T19:02:27.726Z	997	873	766	297
2021-12-07T19:02:47.726Z	988	890	781	283
2021-12-07T19:03:07.727Z	974	906	796	271
2021-12-07T19:03:27.736Z	951	923	810	259
2021-12-07T19:03:47.749Z	926	937	825	246
2021-12-07T19:04:07.750Z	895	949	839	235
2021-12-07T19:04:27.755Z	856	960	852	224
2021-12-07T19:04:47.763Z	816	971	866	212
2021-12-07T19:05:07.769Z	773	979	878	200
2021-12-07T19:05:27.773Z	726	986	889	190
2021-12-07T19:05:47.779Z	671	992	900	179
2021-12-07T19:06:07.782Z	619	996	912	168
2021-12-07T19:06:27.795Z	567	999	922	158
2021-12-07T19:06:47.796Z	507	1000	931	148
2021-12-07T19:07:07.809Z	454	999	941	138
2021-12-07T19:07:27.820Z	401	997	949	129
2021-12-07T19:07:47.831Z	343	994	957	120
2021-12-07T19:08:07.841Z	292	988	964	111
2021-12-07T19:08:27.851Z	244	982	971	102
2021-12-07T19:08:47.856Z	200	974	977	94
2021-12-07T19:09:07.857Z	154	965	982	86
2021-12-07T19:09:27.865Z	117	953	987	79
2021-12-07T19:09:47.877Z	85	941	990	71
2021-12-07T19:10:07.887Z	57	928	994	64
2021-12-07T19:10:27.891Z	33	911	996	58
2021-12-07T19:10:47.900Z	16	895	998	51
2021-12-07T19:11:07.900Z	5	878	999	45
2021-12-07T19:11:27.914Z	0	860	1000	40
2021-12-07T19:11:47.921Z	2	839	1000	35
2021-12-07T19:12:07.935Z	9	819	999	29
2021-12-07T19:12:27.946Z	23	798	998	25
2021-12-07T19:12:47.951Z	42	773	995	21
2021-12-07T19:13:07.959Z	67	750	992	17
2021-12-07T19:13:27.964Z	96	726	989	14
2021-12-07T19:13:47.969Z	131	701	985	11
2021-12-07T19:14:07.973Z	173	674	980	8
2021-12-07T19:14:27.987Z	216	648	974	6
2021-12-07T19:14:47.989Z	262	622	968	4
2021-12-07T19:15:07.999Z	316	596	961	2
2021-12-07T19:15:28.003Z	367	566	953	1
2021-12-07T19:15:48.019Z	420	540	946	0
2021-12-07T19:16:08.024Z	474	513	937	0
2021-12-07T19:16:28.033Z	534	483	928	0
2021-12-07T19:16:48.042Z	587	456	917	1
2021-12-07T19:17:08.051Z	640	429	907	1
2021-12-07T19:17:28.059Z	696	403	897	2
2021-12-07T19:17:48.073Z	744	373	884	4
2021-12-07T19:18:08.082Z	790	348	872	6
2021-12-07T19:18:28.088Z	832	322	860	8
2021-12-07T19:18:48.093Z	874	295	848	11
2021-12-07T19:19:08.108Z	907	270	833	14
2021-12-07T19:19:28.114Z	936	247	819	18
2021-12-07T19:19:48.127Z	962	224	805	21
2021-12-07T19:20:08.136Z	980	199	789	25
